Timestamp,Temperature,Pressure
5213787500,5073,94174
5232085686,5075,94189
5249762159,5076,94192
5267639827,5073,94186
5287304461,5073,94197
5305920092,5073,94186
5325304884,5075,94178
5343315103,5073,94197
5361382145,5073,94208
5380601470,5075,94178
5399040957,5075,94200
5418209292,5073,94197
5437925748,5073,94197
5456048935,5075,94178
5474750347,5075,94189
5492926659,5075,94178
5511723227,5075,94189
5531126247,5071,94194
5549871201,5073,94186
5569189795,5076,94192
5587875009,5073,94186
5606722045,5075,94200
5625527571,5073,94186
5644930748,5071,94182
5664596631,5075,94189
5683217471,5073,94174
5701905550,5073,94186
5720684721,5075,94189
5740027066,5075,94189
5758963632,5073,94186
5778683161,5073,94197
5797494572,5075,94178
5816654417,5073,94197
5835513640,5073,94197
5855900247,5071,94182
5875460402,5075,94178
5893567392,5075,94189
5912810414,5075,94200
5933014783,5071,94182
5951398645,5071,94194
5970764843,5071,94171
5989321829,5075,94200
6007267570,5075,94189
6025870806,5075,94178
6044292012,5071,94182
6063498367,5073,94197
6082658994,5075,94200
6101637071,5073,94208
6120340410,5075,94178
6138821251,5073,94197
6156853918,5073,94186
6178243641,5073,94197
6198013743,5073,94186
6216604843,5076,94181
6234779176,5073,94186
6254120583,5075,94200
6273917559,5075,94189
6294908119,5071,94182
6314004632,5073,94208
6333372080,5075,94200
6352626560,5075,94189
6371381670,5075,94189
6393094568,5071,94182
6412130560,5073,94186
6431380405,5073,94186
6450961394,5075,94189
6470247176,5075,94178
6490276337,5075,94178
6509659723,5073,94197
6531581630,5073,94174
6550293979,5075,94189
6569355128,5073,94186
6589407727,5075,94178
6610423339,5075,94178
6629400530,5076,94181
6647820121,5073,94174
6666065703,5075,94189
6684907375,5073,94186
6704474977,5075,94178
6723555397,5071,94182
6742756128,5075,94189
6762339512,5073,94174
6781346286,5075,94200
6801692528,5073,94186
6821440286,5073,94186
6842361888,5073,94174
6862213187,5075,94178
6881685946,5075,94200
6901579588,5073,94197
6920495946,5073,94186
6939007620,5075,94189
6959040115,5073,94197
6978903914,5075,94189
6998879482,5075,94189
7019445879,5073,94174
7038120833,5075,94189
7056860005,5075,94189
7076000007,5075,94200
7094645273,5075,94189
7112699868,5071,94182
7132107889,5073,94186
7151421743,5073,94174
7169760085,5075,94189
7188251134,5075,94200
7206488019,5073,94186
7225354950,5075,94200
7243888395,5075,94200
7262607879,5075,94178
7281936578,5075,94200
7301222204,5075,94189
7320596736,5075,94189
7340310275,5073,94174
7359244497,5075,94178
7377786431,5075,94189
7398635170,5073,94186
7417815276,5075,94200
7437909541,5075,94189
7457326885,5075,94189
7475576477,5071,94182
7495229340,5073,94186
7514700433,5073,94197
7534294598,5075,94200
7553469704,5073,94174
7571899608,5075,94178
7591143828,5073,94186
7611865172,5075,94178
7631027934,5073,94186
7659326769,5073,94186
7678301720,5075,94189
7697673595,5075,94178
7716069853,5073,94197
7735262407,5075,94189
7754037048,5075,94189
7772614867,5076,94181
7791267686,5073,94186
7809968681,5073,94186
7829031704,5073,94186
7849456800,5075,94200
7867905454,5071,94182
7886864051,5073,94208
7905598067,5075,94178
7924824631,5075,94189
7943371669,5075,94200
7961909228,5073,94197
7981068501,5073,94197
8000795113,5073,94186
8019797668,5075,94189
8038592153,5075,94189
8057446532,5075,94178
8079156774,5075,94189
8098686877,5073,94186
8117238498,5073,94174
8136238450,5075,94189
8156379069,5073,94186
8176331200,5075,94189
8196122863,5073,94186
8215352969,5073,94186
8235091300,5075,94189
8253878284,5075,94200
8272863495,5073,94174
8292176673,5075,94200
8313811812,5073,94186
8335177004,5073,94186
8354769034,5073,94174
8375836208,5075,94189
8395263343,5073,94186
8414562094,5073,94174
8434373966,5073,94186
8453289647,5075,94189
8471430855,5073,94186
8490916740,5075,94178
8511710947,5075,94189
8532166043,5075,94200
8551030110,5075,94200
8570063238,5075,94200
8589181157,5075,94189
8608255274,5075,94178
8628244384,5075,94189
8647358241,5075,94189
8665892154,5073,94208
8685673974,5075,94189
8703975545,5071,94182
8723632731,5073,94186
8742441798,5073,94208
8761370864,5073,94186
8780612324,5071,94205
8800192427,5075,94189
8819171128,5075,94212
8837358690,5073,94174
8856019686,5075,94189
8874976148,5073,94197
8905138717,5075,94200
8926256308,5073,94186
8946674112,5073,94197
8966414370,5073,94186
8986216554,5073,94174
9004735103,5073,94197
9024616557,5075,94189
9044330774,5073,94186
9065256074,5075,94189
9084743886,5071,94182
9104434561,5073,94186
9125118144,5075,94189
9144342937,5073,94186
9163664657,5073,94186
9182697420,5075,94189
9202482886,5075,94189
9222212206,5075,94189
9242394387,5073,94197
9262631464,5075,94212
9281853653,5073,94186
9301472037,5073,94186
9320676778,5073,94174
9339496001,5075,94189
9362664721,5073,94186
9382439718,5075,94189
9401353472,5073,94186
9420612640,5073,94174
9439239417,5073,94186
9459109257,5075,94189
9480046588,5075,94189
9499351120,5075,94189
9519001587,5075,94178
9539386996,5073,94197
9560175318,5075,94178
9579974742,5073,94174
9600073122,5075,94189
9618655577,5075,94178
9638806508,5075,94200
9659175875,5071,94205
9679764407,5073,94174
9700084608,5073,94197
9719447786,5075,94189
9737945502,5075,94178
9757713884,5073,94186
9776404827,5073,94186
9795128687,5075,94189
9813249687,5073,94174
9833193433,5073,94174
9851379849,5073,94174
9869796159,5073,94186
9889743029,5075,94178
9908969802,5073,94186
9928977141,5075,94189
9948110320,5075,94189
9967264280,5073,94163
9986246992,5075,94189
10004997883,5073,94197
10026245212,5075,94189
10046271873,5075,94212
10066774469,5073,94186
10087637009,5075,94178
10106195922,5075,94189
10125425559,5073,94197
10144318115,5073,94197
10163328847,5073,94174
10182049270,5075,94189
10200381257,5073,94186
10220299482,5075,94189
10239345475,5073,94197
10257743608,5073,94174
10277617042,5073,94174
10297512142,5075,94189
10316616051,5073,94174
10336616202,5075,94189
10355829016,5075,94178
10375317036,5075,94189
10394573131,5075,94189
10412898713,5075,94189
10432236891,5073,94197
10451319497,5073,94186
10469972524,5073,94186
10488805550,5075,94189
10507670294,5073,94186
10526542642,5075,94189
10546459200,5075,94189
10564851448,5073,94186
10583821660,5075,94178
10603174421,5075,94189
10622359943,5073,94174
10641336613,5073,94186
10659641518,5073,94174
10679957969,5075,94189
10700251451,5073,94174
10719448901,5071,94205
10738444529,5073,94197
10757932602,5073,94186
10777359477,5075,94200
10797798947,5075,94189
10816087290,5073,94186
10835533748,5071,94182
10854685625,5075,94189
10873756200,5073,94174
10893894476,5075,94200
10912710314,5076,94192
10932098231,5075,94189
10951281462,5071,94171
10970355214,5075,94189
10989119594,5073,94174
11007826215,5073,94197
11026168098,5075,94189
11044873937,5071,94182
11063205456,5073,94197
11082019315,5075,94178
11100328595,5075,94200
11119086829,5075,94178
11137967667,5073,94186
11156696579,5075,94178
11175676530,5073,94208
11194676585,5075,94189
11214111168,5075,94189
11233759708,5075,94200
11252819034,5075,94178
11271303833,5073,94186
11289480041,5073,94174
11308635199,5073,94186
11326515576,5075,94178
11344944959,5075,94189
11363337727,5073,94186
11381625705,5073,94197
11399987588,5073,94197
11417802341,5073,94174
11435811467,5075,94189
11455087822,5075,94200
11473935170,5075,94189
11492408771,5075,94189
11511146173,5075,94189
11530114978,5071,94171
11548645662,5075,94200
11567273585,5075,94189
11586525097,5073,94174
11604966615,5073,94186
11623839588,5075,94189
11647781218,5075,94200
11667050855,5073,94197
11685952682,5075,94200
11704009359,5073,94174
11722741344,5075,94189
11741116561,5075,94189
11759625943,5073,94186
11778146887,5075,94200
11796378668,5075,94200
11815995906,5073,94186
11834950232,5075,94189
11853469771,5073,94197
11872157849,5075,94212
11891770139,5073,94186
11909764734,5075,94200
11929047964,5075,94189
11949616861,5073,94174
11968526396,5075,94200
11987064841,5073,94197
12005919637,5075,94189
12023954283,5073,94208
12042860954,5073,94174
12062106216,5073,94186
12082306366,5071,94182
12100245544,5075,94189
12119135444,5075,94189
12137474567,5075,94189
12156878682,5073,94197
12176119569,5075,94200
12194697284,5075,94189
12213786661,5073,94186
12232452969,5075,94200
12257448914,5075,94178
12275922098,5075,94178
12294224816,5075,94189
12312663886,5075,94200
12333034607,5073,94186
12352394556,5075,94189
12371021437,5075,94189
12389423841,5073,94174
12407806037,5073,94174
12426266878,5075,94178
12445553233,5075,94189
12465168439,5073,94186
12483269700,5075,94189
12501344346,5073,94197
12520271016,5075,94178
12539441487,5071,94171
12557691601,5073,94174
12577109778,5075,94200
12596212697,5073,94186
12615156919,5075,94189
12633904268,5073,94186
12659929684,5075,94189
12679508589,5073,94186
12698727132,5073,94174
12716949485,5075,94189
12736960261,5075,94178
12758691441,5075,94200
12777390248,5073,94186
12797137069,5073,94186
12815985094,5071,94171
12834615725,5075,94189
12854443795,5073,94186
12875745134,5075,94178
12895112686,5073,94186
12914850287,5075,94200
12934095341,5075,94200
12952722951,5075,94189
12971474727,5073,94186
12992558151,5075,94189
13012145442,5073,94186
13030966540,5075,94200
13048899573,5073,94174
13067837754,5073,94208
13085978701,5075,94189
13105068391,5075,94189
13125745308,5073,94186
13144541615,5075,94189
13162828083,5075,94200
13181310382,5075,94189
13199385861,5075,94189
13219227941,5073,94186
13237677272,5073,94186
13255781553,5073,94197
13276042119,5071,94182
13294944467,5075,94189
13314107229,5073,94197
13333453219,5076,94192
13353956856,5073,94174
13373694354,5075,94189
13392354412,5071,94171
13410684472,5075,94189
13430823529,5073,94197
13449652700,5075,94200
13468672651,5075,94200
13487351459,5071,94194
13505559229,5071,94194
13528343838,5075,94189
13546995927,5071,94182
13566681081,5075,94178
13588590332,5073,94186
13606829612,5073,94174
13626141436,5073,94174
13644962065,5073,94197
13663154002,5073,94197
13681444792,5073,94174
13700157871,5073,94186
13719574746,5075,94189
13739453492,5075,94189
13757847615,5073,94197
13776465538,5073,94186
13794752734,5075,94189
13813190294,5073,94174
13831873633,5075,94189
13852252323,5076,94181
13870403688,5075,94200
13889870614,5073,94186
13909094366,5075,94189
13927793486,5073,94186
13946726771,5073,94186
13965576567,5075,94189
13984175792,5073,94186
14002779809,5075,94189
14021943093,5073,94197
14040529870,5073,94174
14060964497,5075,94189
14080027260,5073,94186
14098419143,5075,94200
14116827016,5075,94189
14136426285,5075,94189
14154746607,5075,94212
14173785828,5073,94186
14193908635,5075,94200
14212930774,5071,94171
14232609157,5073,94197
14252872379,5075,94189
14273890179,5073,94186
14293683300,5073,94186
14312969343,5075,94212
14332579654,5075,94178
14351967883,5075,94200
14371262936,5073,94197
14390133774,5073,94197
14408328002,5071,94182
14427153788,5073,94186
14446113167,5073,94197
14464768642,5075,94178
14484154788,5075,94189
14503724630,5073,94174
14522943017,5071,94182
14542178071,5075,94189
14562822644,5075,94200
14583090606,5071,94216
14602224931,5075,94189
14621650295,5073,94174
14643932251,5075,94189
14664616303,5075,94189
14684248125,5075,94200
14702996619,5075,94200
14721706156,5075,94178
14740479859,5075,94189
14759154709,5075,94178
14778077057,5075,94189
14797282267,5075,94189
14816911848,5073,94186
14836694553,5075,94200
14855540183,5075,94189
14875787416,5073,94174
14894564869,5076,94192
14913302843,5071,94205
14932846748,5075,94189
14951124205,5075,94189
14970039261,5075,94189
14988707861,5075,94189
15008959208,5073,94208
15028371083,5075,94189
15048777481,5073,94174
15068033472,5075,94189
15087150454,5075,94189
15105505775,5073,94186
15125735820,5073,94186
15144348899,5073,94186
15163240674,5071,94194
15181991200,5075,94200
15201170994,5073,94197
15220188289,5073,94186
15239306937,5073,94186
15257899339,5073,94186
15277097570,5073,94186
15296256895,5073,94186
15319030410,5075,94189
15338949260,5073,94186
15358184886,5071,94182
15377814051,5075,94189
15396546973,5075,94178
15415795099,5073,94197
15434955987,5075,94178
15454240206,5073,94174
15472655266,5073,94186
15491775008,5073,94197
15510865792,5075,94178
15532171037,5075,94178
15551427497,5073,94174
15571114317,5075,94178
15591846911,5071,94182
15610268065,5075,94178
15629930823,5075,94200
15649097127,5073,94186
15668019058,5073,94174
15686831302,5075,94189
15705613287,5073,94197
15724634019,5075,94178
15745586975,5075,94189
15766018998,5075,94189
15785269572,5071,94194
15806349455,5075,94189
15824723630,5073,94197
15844487481,5075,94200
15864360863,5073,94186
15883186388,5075,94178
15900947495,5073,94174
15920041196,5073,94186
15938694066,5075,94189
15958569167,5075,94200
15978898482,5071,94171
15998119681,5073,94186
16019741955,5075,94189
16039102320,5075,94189
16059361168,5075,94189
16077128160,5073,94186
16096576441,5071,94194
16115430976,5075,94178
16136139351,5073,94186
16154158321,5075,94189
16173155616,5073,94197
16192563689,5073,94186
16212019886,5073,94186
16232278057,5071,94171
16250347494,5073,94197
16268599222,5075,94212
16287159125,5075,94189
16306343658,5073,94174
16325707304,5075,94189
16343706274,5075,94189
16362078939,5073,94186
16380675560,5073,94174
16400633941,5075,94189
16420661436,5073,94186
16442332407,5073,94174
16462213028,5075,94200
16482077087,5075,94189
16502018541,5075,94200
16520909535,5075,94189
16541998323,5075,94189
16560458956,5073,94186
16579491459,5075,94200
16598320214,5073,94186
16617079646,5075,94178
16636239544,5073,94186
16656847555,5073,94174
16676428231,5071,94171
16695733544,5071,94182
16715874267,5071,94182
16734581200,5073,94174
16752957458,5075,94189
16771887722,5073,94197
16791112203,5073,94197
16809789657,5073,94197
16828425184,5073,94186
16847568780,5073,94186
16867412630,5073,94186
16887709446,5075,94178
16906184297,5073,94186
16924771596,5073,94174
16944605603,5073,94197
16963265921,5073,94186
16982985450,5073,94174
17003527628,5073,94174
17022500705,5073,94197
17042550387,5075,94200
17062353404,5071,94194
17081153461,5073,94186
17099982945,5073,94208
17118880033,5075,94189
17138322272,5073,94186
17157404410,5073,94174
17177584977,5075,94200
17195938579,5075,94200
17214504523,5076,94181
17233480048,5073,94186
17252019950,5075,94200
17270979485,5073,94197
17290174747,5073,94174
17309224490,5071,94182
17328969539,5075,94200
17348654745,5073,94186
17367818758,5075,94189
17387011520,5075,94178
17406901828,5075,94223
17426964167,5075,94200
17446417448,5073,94208
17464902143,5071,94194
17483467201,5075,94212
17502335956,5071,94182
17521317626,5075,94189
17540151120,5073,94186
17558874771,5073,94186
17577780817,5073,94186
17596469052,5076,94192
17615912854,5075,94189
17635085356,5075,94212
17659266046,5073,94197
17677940271,5075,94200
17696694808,5073,94186
17716367826,5075,94189
17735691889,5073,94197
17754125439,5073,94174
17772742424,5073,94197
17791484721,5073,94186
17810518995,5075,94189
17829550613,5073,94208
17848746708,5071,94171
17867971345,5075,94189
17886756819,5075,94189
17906579211,5075,94189
17926284886,5073,94186
17944969527,5073,94186
17964318382,5075,94178
17982444590,5075,94189
18002270524,5073,94186
18020989697,5073,94174
18040217302,5073,94186
18060191933,5075,94189
18079685786,5073,94197
18100228121,5073,94186
18120004056,5075,94189
18138989319,5071,94194
18158785306,5075,94189
18177926975,5075,94178
18196750104,5073,94174
18215668598,5073,94208
18234416832,5075,94189
18252938089,5071,94182
18272028873,5075,94189
18291738923,5075,94189
18310012005,5073,94186
18329523619,5075,94189
18349205075,5075,94189
18368602210,5073,94174
18387490235,5073,94208
18408491629,5073,94186
18427706214,5071,94182
18447240952,5073,94186
18466356371,5075,94189
18485698872,5073,94197
18504440387,5073,94186
18523826950,5075,94189
18543348095,5071,94171
18563946315,5075,94178
18582823715,5075,94178
18602157517,5073,94186
18621347623,5073,94186
18639576747,5075,94212
18658776072,5073,94186
18678371383,5075,94189
18697861955,5073,94174
18717093415,5075,94189
18736440447,5073,94174
18755279045,5071,94194
18774793419,5073,94174
18794068003,5073,94186
18813024309,5075,94189
18833004982,5075,94200
18852780187,5073,94197
18872343623,5075,94200
18891856799,5073,94174
18910687064,5071,94194
18930029877,5075,94178
18949005558,5075,94189
18968233424,5073,94197
18987610403,5073,94186
19006274732,5073,94186
19024836458,5075,94200
19044079220,5075,94189
19063072452,5073,94186
19082415369,5075,94189
19101102667,5075,94178
19119807204,5075,94200
19139287724,5075,94189
19158023250,5073,94186
19176484664,5073,94174
19196313358,5075,94189
19216056012,5073,94186
19234853569,5073,94174
19253693209,5075,94200
19272949460,5073,94186
19291846704,5075,94212
19312271748,5073,94197
19331112846,5073,94186
19350438003,5075,94178
19370651590,5071,94205
19390335286,5071,94160
19408862480,5075,94178
19428334980,5073,94197
19447678626,5075,94189
19467805652,5073,94186
19487450858,5073,94197
19505923105,5073,94186
19525204252,5075,94212
19543153587,5075,94200
19561490835,5075,94189
19580987136,5073,94186
19599082407,5073,94186
19617746059,5071,94171
19637077466,5075,94189
19656243978,5075,94189
19674803829,5075,94212
19694416796,5075,94178
19713622423,5071,94182
19732579562,5075,94200
19751187849,5075,94212
19770515350,5075,94178
19790021182,5071,94205
19809973678,5075,94178
19829001389,5076,94204
19849222789,5075,94200
19867470507,5073,94186
19887864874,5075,94178
19908247210,5075,94189
19928297309,5075,94189
19947553560,5075,94200
19965716695,5071,94182
19984601178,5071,94182
20004837213,5075,94189
20023572375,5075,94189
20042972427,5075,94200
20061926597,5073,94186
20080486969,5073,94186
20100707171,5073,94186
20118711973,5073,94197
20137605363,5075,94200
20156862916,5075,94189
20175478704,5075,94200
20194345583,5073,94197
20213103609,5073,94186
20232422516,5073,94186
20250518256,5073,94197
20269285344,5073,94186
20288107485,5075,94178
20307871075,5073,94197
20326886860,5073,94186
20346099622,5075,94189
20364934210,5073,94186
20383798641,5075,94189
20403398848,5075,94189
20422190520,5073,94174
20441036201,5073,94174
20459752926,5075,94200
20480135938,5075,94189
20500524316,5075,94200
20519855619,5075,94200
20539466763,5075,94189
20559329259,5073,94197
20578639052,5073,94186
20598120666,5073,94174
20617325928,5075,94178
20636088120,5073,94197
20655374371,5073,94186
20674050263,5073,94186
20692852663,5073,94197
20713233333,5075,94189
20732167347,5075,94200
20751227402,5075,94200
20770372820,5075,94189
20789118347,5073,94197
20808538607,5073,94186
20828851985,5071,94171
20848608857,5073,94197
20866577775,5075,94189
20885735433,5075,94189
20905443712,5073,94208
20924351529,5073,94186
20943579030,5073,94174
20962165547,5073,94197
20981198467,5075,94200
21000137481,5071,94182
21018515145,5073,94208
21037285515,5073,94174
21056520256,5075,94178
21076090099,5075,94189
21095053175,5071,94205
21113366153,5073,94197
21132050638,5073,94186
21151353190,5073,94174
21170012363,5075,94178
21189048772,5073,94197
21208482314,5073,94197
21226952894,5073,94208
21245952898,5075,94200
21265059775,5075,94189
21284737533,5073,94186
21304042430,5073,94197
21322464469,5073,94174
21341265151,5073,94197
21359516671,5075,94178
21378551361,5073,94186
21397429959,5073,94186
21415874759,5073,94197
21434961115,5073,94208
21453564611,5073,94197
21472782998,5075,94178
21491762533,5073,94174
21510667172,5075,94200
21529759831,5075,94189
21548339838,5073,94197
21567611610,5075,94200
21586552812,5071,94182
21606406818,5075,94200
21625820464,5073,94197
21646105613,5073,94174
21664914628,5073,94197
21684044474,5073,94186
21707351995,5073,94186
21725914502,5075,94189
21745051119,5073,94197
21763594459,5075,94189
21782352745,5075,94178
21812842240,5073,94197
21832365520,5075,94189
21852422806,5071,94194
21871008542,5075,94189
21890880413,5073,94197
21909254172,5075,94189
21927492410,5073,94174
21946388977,5075,94189
21965989288,5075,94200
21984553097,5073,94186
22003630183,5075,94178
22023020912,5073,94197
22042909450,5073,94174
22063217880,5075,94189
22081265964,5073,94208
22099835293,5073,94186
22118139521,5073,94186
22137360043,5071,94182
22155417085,5073,94197
22175776765,5076,94192
22196366027,5075,94189
22215932067,5071,94182
22235893781,5076,94204
22254836754,5071,94194
22275362786,5073,94208
22294161229,5076,94204
22313320397,5073,94186
22333756743,5071,94171
22352727111,5073,94197
22372297371,5075,94212
22391024824,5073,94163
22409935036,5073,94186
22429063320,5075,94189
22448715974,5073,94174
22467362543,5071,94171
22485764999,5073,94186
22504394172,5073,94186
22524142502,5075,94200
22542967142,5073,94174
22562188550,5075,94200
22580480382,5075,94189
22601039956,5073,94197
22620573705,5075,94200
22639633968,5073,94186
22658315901,5073,94174
22678089388,5075,94189
22696546583,5073,94186
22715848407,5073,94197
22735108512,5071,94182
22756660057,5075,94189
22776007297,5073,94174
22795745576,5075,94189
22814407353,5073,94186
22832897047,5073,94174
22852507619,5073,94186
22871876265,5073,94186
22890816633,5073,94186
22909326432,5073,94174
22927976699,5073,94197
22948323201,5073,94197
22967783826,5073,94174
22989551255,5075,94189
23008974119,5071,94171
23027539387,5073,94186
23046885377,5073,94197
23065626736,5075,94189
23083968776,5075,94178
23103993667,5075,94189
23122652996,5075,94178
23142010600,5075,94189
23160487014,5075,94189
23181265857,5071,94194
23201328925,5073,94186
23220687102,5071,94182
23241548132,5073,94174
23261657606,5075,94178
23284079821,5073,94197
23302990294,5071,94182
23322702791,5075,94189
23342014927,5073,94197
23360925556,5075,94200
23378944474,5075,94178
23397403752,5075,94189
23416720055,5073,94186
23434655796,5073,94197
23452578204,5075,94189
23470662433,5075,94189
23493931152,5075,94189
23513223028,5075,94212
23531688765,5075,94200
23549933826,5073,94197
23568887684,5073,94186
23588080134,5073,94197
23609285796,5073,94186
23627275287,5073,94186
23647016586,5075,94189
23668689433,5075,94189
23689034998,5076,94181
23708296978,5073,94174
23727730364,5073,94186
23747127760,5073,94186
23765559590,5071,94182
23784825373,5071,94182
23804814743,5071,94194
23823872558,5073,94197
23844876295,5073,94208
23863772966,5075,94178
23883131769,5073,94186
23901934274,5071,94182
23920474176,5075,94189
23939838031,5075,94189
23959155636,5075,94189
23980651244,5073,94174
24002670598,5071,94182
24025698017,5073,94174
24044674166,5073,94197
24064363903,5075,94178
24084563845,5075,94178
24104401758,5071,94194
24123977017,5073,94197
24144078105,5073,94186
24162317385,5073,94174
24180608749,5073,94174
24199428024,5075,94189
24217693971,5075,94189
24237176991,5075,94189
24256234181,5073,94186
24275537515,5073,94186
24294154970,5075,94200
24313330753,5075,94200
24331392430,5073,94197
24350300664,5073,94197
24369419364,5071,94182
24387988277,5073,94186
24406577710,5075,94200
24425821618,5071,94182
24444518811,5073,94186
24463279493,5071,94171
24482385277,5075,94189
24502030119,5075,94189
24520670386,5073,94186
24539013207,5075,94200
24558530706,5073,94186
24578038465,5073,94186
24597608881,5071,94182
24615645715,5075,94200
24634724467,5071,94182
24654352434,5073,94186
